AA,CAT,CS,FS,CA,DR,UM,ID,LAT,LON,NIC,NUCR/ NACV,FL,AC,M,Q,GNSS,HAE,VSRC,VR,VRF,HAB,TT,HDG,AST,IAS,TAS,GS,MACH,MCP,RA,TR,FMS,QNH,FCU,PA,PS,ACAS,ALRT,SPI,GR,IC,SSC,IFR,TS,RI,CC,SL,ADSB,BDS40,BDS50,BDS60,BDS65,FMT30,BDS61,WDIR,WSPD,TEMP,AGE_0,AGE_4,AGE_5,AGE_11,AGE_16,AGE_17_0e,AGE_17_0o,AGE_17_1,AGE_17_5e,AGE_17_5o,AGE_17_19,AGE_17_28,AGE_17_30,AGE_17_31,AGE_20_20,AGE_20_40,AGE_20_50,AGE_20_60,AGE_21_20,AGE_21_40,AGE_21_50,AGE_21_60,TIMESTAMP,TIMEOUT,STATION ID
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54275,54323,54319,54254,322754,54254,54256,54395,,,54285,,,,315350,54375,54468,54474,315419,54427,54468,315328,1434773090,52,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54276,54324,54320,54255,322755,54255,54257,54396,,,54286,,,,315351,54376,54469,54475,315420,54428,54469,315329,1434773090,52,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54276,54324,54320,54255,322755,54255,54257,54396,,,54286,,,,315351,54376,54469,54475,315420,54428,54469,315329,1434773090,50,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54277,54325,54321,54256,322756,54256,54258,54397,,,54287,,,,315352,54377,54470,54476,315421,54429,54470,315330,1434773090,50,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54278,54326,54322,54257,322757,54257,54259,54398,,,54288,,,,315353,54378,54471,54477,315422,54430,54471,315331,1434773090,50,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54279,54327,54323,54258,322758,54258,54260,54399,,,54289,,,,315354,54379,54472,54478,315423,54431,54472,315332,1434773090,48,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54280,54328,54324,54259,322759,54259,54261,54400,,,54290,,,,315355,54380,54473,54479,315424,54432,54473,315333,1434773090,48,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54280,54328,54324,54259,322759,54259,54261,54400,,,54290,,,,315355,54380,54473,54479,315424,54432,54473,315333,1434773090,46,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54281,54329,54325,54260,322760,54260,54262,54401,,,54291,,,,315356,54381,54474,54480,315425,54433,54474,315334,1434773090,46,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54282,54330,54326,54261,322761,54261,54263,54402,,,54292,,,,315357,54382,54475,54481,315426,54434,54475,315335,1434773090,46,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54283,54331,54327,54262,322762,54262,54264,54403,,,54293,,,,315358,54383,54476,54482,315427,54435,54476,315336,1434773090,44,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54284,54332,54328,54263,322763,54263,54265,54404,,,54294,,,,315359,54384,54477,54483,315428,54436,54477,315337,1434773090,44,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54284,54332,54328,54263,322763,54263,54265,54404,,,54294,,,,315359,54384,54477,54483,315428,54436,54477,315337,1434773090,42,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54285,54333,54329,54264,322764,54264,54266,54405,,,54295,,,,315360,54385,54478,54484,315429,54437,54478,315338,1434773090,42,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54286,54334,54330,54265,322765,54265,54267,54406,,,54296,,,,315361,54386,54479,54485,315430,54438,54479,315339,1434773090,42,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54287,54335,54331,54266,322766,54266,54268,54407,,,54297,,,,315362,54387,54480,54486,315431,54439,54480,315340,1434773090,40,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54288,54336,54332,54267,322767,54267,54269,54408,,,54298,,,,315363,54388,54481,54487,315432,54440,54481,315341,1434773090,40,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54288,54336,54332,54267,322767,54267,54269,54408,,,54298,,,,315363,54388,54481,54487,315432,54440,54481,315341,1434773090,38,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54289,54337,54333,54268,322768,54268,54270,54409,,,54299,,,,315364,54389,54482,54488,315433,54441,54482,315342,1434773090,38,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54290,54338,54334,54269,322769,54269,54271,54410,,,54300,,,,315365,54390,54483,54489,315434,54442,54483,315343,1434773090,38,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54291,54339,54335,54270,322770,54270,54272,54411,,,54301,,,,315366,54391,54484,54490,315435,54443,54484,315344,1434773090,36,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54292,54340,54336,54271,322771,54271,54273,54412,,,54302,,,,315367,54392,54485,54491,315436,54444,54485,315345,1434773090,36,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54292,54340,54336,54271,322771,54271,54273,54412,,,54302,,,,315367,54392,54485,54491,315436,54444,54485,315345,1434773090,34,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54293,54341,54337,54272,322772,54272,54274,54413,,,54303,,,,315368,54393,54486,54492,315437,54445,54486,315346,1434773090,34,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54294,54342,54338,54273,322773,54273,54275,54414,,,54304,,,,315369,54394,54487,54493,315438,54446,54487,315347,1434773090,34,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54295,54343,54339,54274,322774,54274,54276,54415,,,54305,,,,315370,54395,54488,54494,315439,54447,54488,315348,1434773090,32,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54296,54344,54340,54275,322775,54275,54277,54416,,,54306,,,,315371,54396,54489,54495,315440,54448,54489,315349,1434773090,32,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54296,54344,54340,54275,322775,54275,54277,54416,,,54306,,,,315371,54396,54489,54495,315440,54448,54489,315349,1434773090,30,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54297,54345,54341,54276,322776,54276,54278,54417,,,54307,,,,315372,54397,54490,54496,315441,54449,54490,315350,1434773090,30,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54301,54349,54345,54280,322780,54280,54282,54421,,,54311,,,,315376,54401,54494,54500,315445,54453,54494,315354,1434773090,26,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54302,54350,54346,54281,322781,54281,54283,54422,,,54312,,,,315377,54402,54495,54501,315446,54454,54495,315355,1434773090,26,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54303,54351,54347,54282,322782,54282,54284,54423,,,54313,,,,315378,54403,54496,54502,315447,54455,54496,315356,1434773090,24,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54304,54352,54348,54283,322783,54283,54285,54424,,,54314,,,,315379,54404,54497,54503,315448,54456,54497,315357,1434773090,24,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54304,54352,54348,54283,322783,54283,54285,54424,,,54314,,,,315379,54404,54497,54503,315448,54456,54497,315357,1434773090,22,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54305,54353,54349,54284,322784,54284,54286,54425,,,54315,,,,315380,54405,54498,54504,315449,54457,54498,315358,1434773090,22,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54306,54354,54350,54285,322785,54285,54287,54426,,,54316,,,,315381,54406,54499,54505,315450,54458,54499,315359,1434773090,22,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54307,54355,54351,54286,322786,54286,54288,54427,,,54317,,,,315382,54407,54500,54506,315451,54459,54500,315360,1434773090,20,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54308,54356,54352,54287,322787,54287,54289,54428,,,54318,,,,315383,54408,54501,54507,315452,54460,54501,315361,1434773090,20,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54308,54356,54352,54287,322787,54287,54289,54428,,,54318,,,,315383,54408,54501,54507,315452,54460,54501,315361,1434773090,18,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54309,54357,54353,54288,322788,54288,54290,54429,,,54319,,,,315384,54409,54502,54508,315453,54461,54502,315362,1434773090,18,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54310,54358,54354,54289,322789,54289,54291,54430,,,54320,,,,315385,54410,54503,54509,315454,54462,54503,315363,1434773090,18,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54311,54359,54355,54290,322790,54290,54292,54431,,,54321,,,,315386,54411,54504,54510,315455,54463,54504,315364,1434773090,16,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54312,54360,54356,54291,322791,54291,54293,54432,,,54322,,,,315387,54412,54505,54511,315456,54464,54505,315365,1434773090,16,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54316,54364,54360,54295,322795,54295,54297,54436,,,54326,,,,315391,54416,54509,54515,315460,54468,54509,315369,1434773090,12,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54316,54364,54360,54295,322795,54295,54297,54436,,,54326,,,,315391,54416,54509,54515,315460,54468,54509,315369,1434773090,10,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54317,54365,54361,54296,322796,54296,54298,54437,,,54327,,,,315392,54417,54510,54516,315461,54469,54510,315370,1434773090,10,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54318,54366,54362,54297,322797,54297,54299,54438,,,54328,,,,315393,54418,54511,54517,315462,54470,54511,315371,1434773090,10,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54319,54367,54363,54298,322798,54298,54300,54439,,,54329,,,,315394,54419,54512,54518,315463,54471,54512,315372,1434773090,8,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54320,54368,54364,54299,322799,54299,54301,54440,,,54330,,,,315395,54420,54513,54519,315464,54472,54513,315373,1434773090,8,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54320,54368,54364,54299,322799,54299,54301,54440,,,54330,,,,315395,54420,54513,54519,315464,54472,54513,315373,1434773090,6,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54321,54369,54365,54300,322800,54300,54302,54441,,,54331,,,,315396,54421,54514,54520,315465,54473,54514,315374,1434773090,6,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54322,54370,54366,54301,322801,54301,54303,54442,,,54332,,,,315397,54422,54515,54521,315466,54474,54515,315375,1434773090,6,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54323,54371,54367,54302,322802,54302,54304,54443,,,54333,,,,315398,54423,54516,54522,315467,54475,54516,315376,1434773090,4,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54324,54372,54368,54303,322803,54303,54305,54444,,,54334,,,,315399,54424,54517,54523,315468,54476,54517,315377,1434773090,4,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54324,54372,54368,54303,322803,54303,54305,54444,,,54334,,,,315399,54424,54517,54523,315468,54476,54517,315377,1434773090,2,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54325,54373,54369,54304,322804,54304,54306,54445,,,54335,,,,315400,54425,54518,54524,315469,54477,54518,315378,1434773090,2,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54326,54374,54370,54305,322805,54305,54307,54446,,,54336,,,,315401,54426,54519,54525,315470,54478,54519,315379,1434773090,2,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54327,54375,54371,54306,322806,54306,54308,54447,,,54337,,,,315402,54427,54520,54526,315471,54479,54520,315380,1434773090,0,T-WARR5
966C69,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,54328,54376,54372,54307,322807,54307,54309,54448,,,54338,,,,315403,54428,54521,54527,315472,54480,54521,315381,1434773090,0,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324150,324212,324142,324150,,324212,324219,324214,,,324150,,,,,324229,324212,324375,324263,324222,324229,324263,1434504558,58,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324151,324213,324143,324151,,324213,324220,324215,,,324151,,,,,324230,324213,324376,324264,324223,324230,324264,1434504558,58,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324151,324213,324143,324151,,324213,324220,324215,,,324151,,,,,324230,324213,324376,324264,324223,324230,324264,1434504558,56,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324152,324214,324144,324152,,324214,324221,324216,,,324152,,,,,324231,324214,324377,324265,324224,324231,324265,1434504558,56,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324153,324215,324145,324153,,324215,324222,324217,,,324153,,,,,324232,324215,324378,324266,324225,324232,324266,1434504558,56,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324154,324216,324146,324154,,324216,324223,324218,,,324154,,,,,324233,324216,324379,324267,324226,324233,324267,1434504558,54,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324155,324217,324147,324155,,324217,324224,324219,,,324155,,,,,324234,324217,324380,324268,324227,324234,324268,1434504558,54,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324155,324217,324147,324155,,324217,324224,324219,,,324155,,,,,324234,324217,324380,324268,324227,324234,324268,1434504558,52,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324156,324218,324148,324156,,324218,324225,324220,,,324156,,,,,324235,324218,324381,324269,324228,324235,324269,1434504558,52,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324157,324219,324149,324157,,324219,324226,324221,,,324157,,,,,324236,324219,324382,324270,324229,324236,324270,1434504558,52,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324158,324220,324150,324158,,324220,324227,324222,,,324158,,,,,324237,324220,324383,324271,324230,324237,324271,1434504558,50,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324159,324221,324151,324159,,324221,324228,324223,,,324159,,,,,324238,324221,324384,324272,324231,324238,324272,1434504558,50,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324159,324221,324151,324159,,324221,324228,324223,,,324159,,,,,324238,324221,324384,324272,324231,324238,324272,1434504558,48,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324160,324222,324152,324160,,324222,324229,324224,,,324160,,,,,324239,324222,324385,324273,324232,324239,324273,1434504558,48,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324161,324223,324153,324161,,324223,324230,324225,,,324161,,,,,324240,324223,324386,324274,324233,324240,324274,1434504558,48,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324162,324224,324154,324162,,324224,324231,324226,,,324162,,,,,324241,324224,324387,324275,324234,324241,324275,1434504558,46,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324163,324225,324155,324163,,324225,324232,324227,,,324163,,,,,324242,324225,324388,324276,324235,324242,324276,1434504558,46,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324163,324225,324155,324163,,324225,324232,324227,,,324163,,,,,324242,324225,324388,324276,324235,324242,324276,1434504558,44,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324164,324226,324156,324164,,324226,324233,324228,,,324164,,,,,324243,324226,324389,324277,324236,324243,324277,1434504558,44,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324165,324227,324157,324165,,324227,324234,324229,,,324165,,,,,324244,324227,324390,324278,324237,324244,324278,1434504558,44,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324166,324228,324158,324166,,324228,324235,324230,,,324166,,,,,324245,324228,324391,324279,324238,324245,324279,1434504558,42,T-WARR5
7B7DD8,,N/A,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0,0,0,0,,,,324167,324229,324159,324167,,324229,324236,324231,,,324167,,,,,324246,324229,324392,324280,324239,324246,324280,1434504558,42,T-WARR5
